"label","hemi","map","value","rank","mapname"
"middletemporal","right","SensorimotorAssociation_Axis",49166.078125,59,"Sensorimotor-Association Axis"
"middletemporal","right","G1.fMRI_1",4.21319437026978,57,"Functional Hierarchy"
"middletemporal","right","Evolution.Expansion",1.43634819984436,62,"Evolutionary Expansion"
"parsopercularis","right","AllometricScaling.PNC20mm",0.889889419078827,17,"Allometric Scaling"
"parsopercularis","right","BigBrain.Histology",0.0849194973707199,48,"Externopyramidization"
"parsopercularis","right","CBF",70.4918670654297,62,"Cerebral Blood Flow"
"parsopercularis","right","Cortical.Thickness",2.8268871307373,45,"Cortical Thickness"
"parsopercularis","right","PC1.AHBA",-0.259655147790909,29,"Gene Expression"
"parsopercularis","right","PC1.Neurosynth",-0.00347953196614981,13,"Neurosynth"
"parsopercularis","right","PET.AG",0.33655247092247,59,"Aerobic Glycosis"
"parsopercularis","right","T1T2ratio",1.25806248188019,27,"Anatomical Hierarchy"
"parsopercularis","right","SensorimotorAssociation_Axis",38244.41796875,42,"Sensorimotor-Association Axis"
"parsopercularis","right","G1.fMRI_1",0.469199925661087,31,"Functional Hierarchy"
"parsopercularis","right","Evolution.Expansion",0.763603091239929,45,"Evolutionary Expansion"
"parsorbitalis","right","AllometricScaling.PNC20mm",0.92647248506546,23,"Allometric Scaling"
"parsorbitalis","right","BigBrain.Histology",-0.0523747056722641,28,"Externopyramidization"
"parsorbitalis","right","CBF",73.2057647705078,65,"Cerebral Blood Flow"
"parsorbitalis","right","Cortical.Thickness",2.7731990814209,43,"Cortical Thickness"
"parsorbitalis","right","PC1.AHBA",-0.2546726167202,30,"Gene Expression"
"parsorbitalis","right","PC1.Neurosynth",0.000439490249846131,47,"Neurosynth"
"parsorbitalis","right","PET.AG",0.523979187011719,66,"Aerobic Glycosis"
"parsorbitalis","right","T1T2ratio",1.20423746109009,12,"Anatomical Hierarchy"
"parsorbitalis","right","SensorimotorAssociation_Axis",54585.3125,66,"Sensorimotor-Association Axis"
"parsorbitalis","right","G1.fMRI_1",5.84780550003052,66,"Functional Hierarchy"
"parsorbitalis","right","Evolution.Expansion",1.57224440574646,67,"Evolutionary Expansion"
"parstriangularis","right","AllometricScaling.PNC20mm",0.971153020858765,34,"Allometric Scaling"
"parstriangularis","right","BigBrain.Histology",-0.0409621708095074,30,"Externopyramidization"
"parstriangularis","right","CBF",70.4342041015625,61,"Cerebral Blood Flow"
"parstriangularis","right","Cortical.Thickness",2.68540525436401,29,"Cortical Thickness"
"parstriangularis","right","PC1.AHBA",-0.0442761108279228,35,"Gene Expression"
"parstriangularis","right","PC1.Neurosynth",6.60232717564213e-06,36,"Neurosynth"
"parstriangularis","right","PET.AG",0.416095614433289,62,"Aerobic Glycosis"
"parstriangularis","right","T1T2ratio",1.27209746837616,29,"Anatomical Hierarchy"
"parstriangularis","right","SensorimotorAssociation_Axis",45982.33203125,53,"Sensorimotor-Association Axis"
"parstriangularis","right","G1.fMRI_1",1.86083018779755,43,"Functional Hierarchy"
"parstriangularis","right","Evolution.Expansion",1.53847873210907,66,"Evolutionary Expansion"
"rostralmiddlefrontal","right","AllometricScaling.PNC20mm",1.15843820571899,65,"Allometric Scaling"
"rostralmiddlefrontal","right","BigBrain.Histology",-0.0284215733408928,32,"Externopyramidization"
"rostralmiddlefrontal","right","CBF",70.6792602539062,63,"Cerebral Blood Flow"
"rostralmiddlefrontal","right","Cortical.Thickness",2.56716799736023,16,"Cortical Thickness"
"rostralmiddlefrontal","right","PC1.AHBA",-0.144999668002129,32,"Gene Expression"
"rostralmiddlefrontal","right","PC1.Neurosynth",-0.000358434859663248,29,"Neurosynth"
"rostralmiddlefrontal","right","PET.AG",0.499995827674866,65,"Aerobic Glycosis"
"rostralmiddlefrontal","right","T1T2ratio",1.22738087177277,19,"Anatomical Hierarchy"
"rostralmiddlefrontal","right","SensorimotorAssociation_Axis",49856.6640625,61,"Sensorimotor-Association Axis"
"rostralmiddlefrontal","right","G1.fMRI_1",2.99796223640442,48,"Functional Hierarchy"
"rostralmiddlefrontal","right","Evolution.Expansion",1.21351325511932,55,"Evolutionary Expansion"
"superiortemporal","right","AllometricScaling.PNC20mm",0.853320062160492,12,"Allometric Scaling"
"superiortemporal","right","BigBrain.Histology",-0.0980997532606125,23,"Externopyramidization"
"superiortemporal","right","CBF",66.7101440429688,52,"Cerebral Blood Flow"
"superiortemporal","right","Cortical.Thickness",2.92923617362976,58,"Cortical Thickness"
"superiortemporal","right","PC1.AHBA",-0.379570931196213,25,"Gene Expression"
"superiortemporal","right","PC1.Neurosynth",-0.00112753408029675,23,"Neurosynth"
"superiortemporal","right","PET.AG",-0.351542472839355,14,"Aerobic Glycosis"
"superiortemporal","right","T1T2ratio",1.29348480701447,34,"Anatomical Hierarchy"
"superiortemporal","right","SensorimotorAssociation_Axis",33225.01171875,32,"Sensorimotor-Association Axis"
"superiortemporal","right","G1.fMRI_1",-1.35383021831512,25,"Functional Hierarchy"
"superiortemporal","right","Evolution.Expansion",1.08480048179626,52,"Evolutionary Expansion"
"supramarginal","right","AllometricScaling.PNC20mm",1.11647188663483,59,"Allometric Scaling"
"supramarginal","right","BigBrain.Histology",-0.00769751658663154,36,"Externopyramidization"
"supramarginal","right","CBF",61.8860626220703,38,"Cerebral Blood Flow"
"supramarginal","right","Cortical.Thickness",2.69150424003601,30,"Cortical Thickness"
"supramarginal","right","PC1.AHBA",0.347430318593979,41,"Gene Expression"
"supramarginal","right","PC1.Neurosynth",-0.00791505537927151,6,"Neurosynth"
"supramarginal","right","PET.AG",-0.11822060495615,23,"Aerobic Glycosis"
"supramarginal","right","T1T2ratio",1.29839420318604,36,"Anatomical Hierarchy"
"supramarginal","right","SensorimotorAssociation_Axis",29982.76171875,26,"Sensorimotor-Association Axis"
"supramarginal","right","G1.fMRI_1",-1.73107242584229,24,"Functional Hierarchy"
"supramarginal","right","Evolution.Expansion",1.38141894340515,61,"Evolutionary Expansion"
"transversetemporal","right","AllometricScaling.PNC20mm",0.989148259162903,37,"Allometric Scaling"
"transversetemporal","right","BigBrain.Histology",0.358827501535416,67,"Externopyramidization"
"transversetemporal","right","CBF",81.6940841674805,68,"Cerebral Blood Flow"
"transversetemporal","right","Cortical.Thickness",2.6834545135498,28,"Cortical Thickness"
"transversetemporal","right","PC1.AHBA",1.42866718769073,56,"Gene Expression"
"transversetemporal","right","PC1.Neurosynth",-0.00105541781522334,25,"Neurosynth"
"transversetemporal","right","PET.AG",-0.0205858033150434,37,"Aerobic Glycosis"
"transversetemporal","right","T1T2ratio",1.68508780002594,68,"Anatomical Hierarchy"
"transversetemporal","right","SensorimotorAssociation_Axis",17007.306640625,17,"Sensorimotor-Association Axis"
"transversetemporal","right","G1.fMRI_1",-3.74108409881592,13,"Functional Hierarchy"
"transversetemporal","right","Evolution.Expansion",0.254315167665482,23,"Evolutionary Expansion"
"insula","right","AllometricScaling.PNC20mm",1.02301895618439,46,"Allometric Scaling"
"insula","right","BigBrain.Histology",-0.103037714958191,21,"Externopyramidization"
"insula","right","CBF",61.2425193786621,34,"Cerebral Blood Flow"
"insula","right","Cortical.Thickness",3.10003733634949,61,"Cortical Thickness"
"insula","right","PC1.AHBA",-1.18606960773468,9,"Gene Expression"
"insula","right","PC1.Neurosynth",-0.0034443186596036,14,"Neurosynth"
"insula","right","PET.AG",-0.279938548803329,18,"Aerobic Glycosis"
"insula","right","T1T2ratio",1.25049734115601,26,"Anatomical Hierarchy"
"insula","right","SensorimotorAssociation_Axis",33239.3515625,33,"Sensorimotor-Association Axis"
"insula","right","G1.fMRI_1",-2.78674006462097,19,"Functional Hierarchy"
"insula","right","Evolution.Expansion",0.310130149126053,25,"Evolutionary Expansion"
